incident_id,timestamp,severity,category,symbol,trigger,risk_state,status
INC-0168,2026-08-26 09:05:50.136,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.433%, Latency: 543ms",EMERGENCY_PAUSE,OPEN
INC-0169,2026-08-26 09:05:50.291,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2361%, Latency: 352ms",EMERGENCY_PAUSE,OPEN
INC-0170,2026-08-26 09:05:50.364,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.4438%, Latency: 684ms",EMERGENCY_PAUSE,OPEN
INC-0171,2026-08-26 09:06:10.264,HIGH,Execution Quality,BTCUSDT,"Slippage: 0.3127%, Latency: 288ms",THROTTLE,OPEN
INC-0172,2026-08-26 09:06:10.520,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.416%, Latency: 246ms",EMERGENCY_PAUSE,OPEN
INC-0173,2026-08-26 09:06:10.654,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.2722%, Latency: 900ms",EMERGENCY_PAUSE,OPEN
INC-0174,2026-08-26 09:06:10.774,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.2399%, Latency: 306ms",EMERGENCY_PAUSE,OPEN
INC-0175,2026-08-26 09:06:11.052,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.377%, Latency: 359ms",EMERGENCY_PAUSE,OPEN
INC-0176,2026-08-26 09:06:11.322,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.3781%, Latency: 257ms",EMERGENCY_PAUSE,OPEN
INC-0177,2026-08-26 09:06:11.426,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.2048%, Latency: 486ms",EMERGENCY_PAUSE,OPEN
INC-0178,2026-08-26 09:06:11.622,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.1809%, Latency: 886ms",EMERGENCY_PAUSE,OPEN
INC-0179,2026-08-26 09:06:11.841,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.2689%, Latency: 351ms",EMERGENCY_PAUSE,OPEN
INC-0180,2026-08-26 09:06:11.959,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.346%, Latency: 376ms",EMERGENCY_PAUSE,OPEN
INC-0181,2026-08-26 09:06:32.046,HIGH,Execution Quality,SOLUSDT,"Slippage: 0.4264%, Latency: 226ms",THROTTLE,OPEN
INC-0182,2026-08-26 09:06:32.166,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.3978%, Latency: 451ms",EMERGENCY_PAUSE,OPEN
INC-0183,2026-08-26 09:06:32.423,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2157%, Latency: 223ms",EMERGENCY_PAUSE,OPEN
INC-0184,2026-08-26 09:06:32.579,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.1562%, Latency: 318ms",EMERGENCY_PAUSE,OPEN
INC-0185,2026-08-26 09:06:32.879,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.3243%, Latency: 250ms",EMERGENCY_PAUSE,OPEN
INC-0186,2026-08-26 09:06:33.159,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.391%, Latency: 713ms",EMERGENCY_PAUSE,OPEN
INC-0187,2026-08-26 09:06:33.388,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.358%, Latency: 735ms",EMERGENCY_PAUSE,OPEN
INC-0188,2026-08-26 09:06:33.464,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.4457%, Latency: 202ms",EMERGENCY_PAUSE,OPEN
INC-0189,2026-08-26 09:06:33.633,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.3435%, Latency: 304ms",EMERGENCY_PAUSE,OPEN
INC-0190,2026-08-26 09:06:33.688,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.3273%, Latency: 425ms",EMERGENCY_PAUSE,OPEN
INC-0191,2026-08-26 09:06:52.996,HIGH,Execution Quality,SOLUSDT,"Slippage: 0.3275%, Latency: 603ms",THROTTLE,OPEN
INC-0192,2026-08-26 09:06:53.225,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.1932%, Latency: 585ms",EMERGENCY_PAUSE,OPEN
INC-0193,2026-08-26 09:06:53.489,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.3769%, Latency: 434ms",EMERGENCY_PAUSE,OPEN
INC-0194,2026-08-26 09:06:53.727,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.2356%, Latency: 264ms",EMERGENCY_PAUSE,OPEN
INC-0195,2026-08-26 09:06:53.793,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2255%, Latency: 190ms",EMERGENCY_PAUSE,OPEN
INC-0196,2026-08-26 09:06:54.073,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.3767%, Latency: 204ms",EMERGENCY_PAUSE,OPEN
INC-0197,2026-08-26 09:06:54.215,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.1765%, Latency: 248ms",EMERGENCY_PAUSE,OPEN
INC-0198,2026-08-26 09:06:54.359,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.2457%, Latency: 867ms",EMERGENCY_PAUSE,OPEN
INC-0199,2026-08-26 09:06:54.419,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.4497%, Latency: 696ms",EMERGENCY_PAUSE,OPEN
INC-0200,2026-08-26 09:06:54.572,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.2473%, Latency: 305ms",EMERGENCY_PAUSE,OPEN
INC-0201,2026-08-26 09:07:14.365,HIGH,Execution Quality,ETHUSDT,"Slippage: 0.3469%, Latency: 720ms",THROTTLE,OPEN
INC-0202,2026-08-26 09:07:14.616,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.3604%, Latency: 338ms",EMERGENCY_PAUSE,OPEN
INC-0203,2026-08-26 09:07:14.747,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.3092%, Latency: 697ms",EMERGENCY_PAUSE,OPEN
INC-0204,2026-08-26 09:07:14.896,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2924%, Latency: 457ms",EMERGENCY_PAUSE,OPEN
INC-0205,2026-08-26 09:07:15.077,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.303%, Latency: 649ms",EMERGENCY_PAUSE,OPEN
INC-0206,2026-08-26 09:07:15.194,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.4019%, Latency: 774ms",EMERGENCY_PAUSE,OPEN
INC-0207,2026-08-26 09:07:15.429,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.2461%, Latency: 517ms",EMERGENCY_PAUSE,OPEN
INC-0208,2026-08-26 09:07:15.722,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.2174%, Latency: 286ms",EMERGENCY_PAUSE,OPEN
INC-0209,2026-08-26 09:07:15.969,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.1972%, Latency: 363ms",EMERGENCY_PAUSE,OPEN
INC-0210,2026-08-26 09:07:16.216,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.3185%, Latency: 493ms",EMERGENCY_PAUSE,OPEN
INC-0211,2026-08-26 09:07:34.336,HIGH,Execution Quality,ETHUSDT,"Slippage: 0.3622%, Latency: 438ms",THROTTLE,OPEN
INC-0212,2026-08-26 09:07:34.471,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.4363%, Latency: 281ms",EMERGENCY_PAUSE,OPEN
INC-0213,2026-08-26 09:07:34.705,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.3312%, Latency: 433ms",EMERGENCY_PAUSE,OPEN
INC-0214,2026-08-26 09:07:34.841,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2582%, Latency: 381ms",EMERGENCY_PAUSE,OPEN
INC-0215,2026-08-26 09:07:35.059,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.3003%, Latency: 605ms",EMERGENCY_PAUSE,OPEN
INC-0216,2026-08-26 09:07:35.220,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.4481%, Latency: 401ms",EMERGENCY_PAUSE,OPEN
INC-0217,2026-08-26 09:07:35.281,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.3141%, Latency: 284ms",EMERGENCY_PAUSE,OPEN
INC-0218,2026-08-26 09:07:35.437,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.4395%, Latency: 341ms",EMERGENCY_PAUSE,OPEN
INC-0219,2026-08-26 09:07:35.705,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.2169%, Latency: 225ms",EMERGENCY_PAUSE,OPEN
INC-0220,2026-08-26 09:07:35.811,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2684%, Latency: 1130ms",EMERGENCY_PAUSE,OPEN
INC-0221,2026-08-26 09:07:55.653,HIGH,Execution Quality,BTCUSDT,"Slippage: 0.2284%, Latency: 371ms",THROTTLE,OPEN
INC-0222,2026-08-26 09:07:55.808,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.195%, Latency: 379ms",EMERGENCY_PAUSE,OPEN
INC-0223,2026-08-26 09:07:55.901,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2609%, Latency: 924ms",EMERGENCY_PAUSE,OPEN
INC-0224,2026-08-26 09:07:56.012,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.1618%, Latency: 182ms",EMERGENCY_PAUSE,OPEN
INC-0225,2026-08-26 09:07:56.302,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.1551%, Latency: 182ms",EMERGENCY_PAUSE,OPEN
INC-0226,2026-08-26 09:07:56.416,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.3906%, Latency: 185ms",EMERGENCY_PAUSE,OPEN
INC-0227,2026-08-26 09:07:56.712,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.3716%, Latency: 470ms",EMERGENCY_PAUSE,OPEN
INC-0228,2026-08-26 09:07:56.945,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.4141%, Latency: 269ms",EMERGENCY_PAUSE,OPEN
INC-0229,2026-08-26 09:07:57.168,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.3519%, Latency: 225ms",EMERGENCY_PAUSE,OPEN
INC-0230,2026-08-26 09:07:57.223,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.3501%, Latency: 371ms",EMERGENCY_PAUSE,OPEN
INC-0231,2026-08-26 09:08:18.437,HIGH,Execution Quality,SOLUSDT,"Slippage: 0.189%, Latency: 1254ms",THROTTLE,OPEN
INC-0232,2026-08-26 09:08:18.694,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.2856%, Latency: 370ms",EMERGENCY_PAUSE,OPEN
INC-0233,2026-08-26 09:08:18.866,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2206%, Latency: 967ms",EMERGENCY_PAUSE,OPEN
INC-0234,2026-08-26 09:08:18.932,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2325%, Latency: 478ms",EMERGENCY_PAUSE,OPEN
INC-0235,2026-08-26 09:08:19.216,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.2653%, Latency: 293ms",EMERGENCY_PAUSE,OPEN
INC-0236,2026-08-26 09:08:19.392,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.4002%, Latency: 288ms",EMERGENCY_PAUSE,OPEN
INC-0237,2026-08-26 09:08:19.616,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.3545%, Latency: 463ms",EMERGENCY_PAUSE,OPEN
INC-0238,2026-08-26 09:08:19.859,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.4149%, Latency: 235ms",EMERGENCY_PAUSE,OPEN
INC-0239,2026-08-26 09:08:19.951,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.287%, Latency: 341ms",EMERGENCY_PAUSE,OPEN
INC-0240,2026-08-26 09:08:20.101,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.2624%, Latency: 372ms",EMERGENCY_PAUSE,OPEN
INC-0241,2026-08-26 09:08:39.375,HIGH,Execution Quality,ETHUSDT,"Slippage: 0.2976%, Latency: 581ms",THROTTLE,OPEN
INC-0242,2026-08-26 09:08:39.515,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.2045%, Latency: 281ms",EMERGENCY_PAUSE,OPEN
INC-0243,2026-08-26 09:08:39.650,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.2989%, Latency: 625ms",EMERGENCY_PAUSE,OPEN
INC-0244,2026-08-26 09:08:39.914,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.393%, Latency: 240ms",EMERGENCY_PAUSE,OPEN
INC-0245,2026-08-26 09:08:39.999,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.256%, Latency: 341ms",EMERGENCY_PAUSE,OPEN
INC-0246,2026-08-26 09:08:40.296,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.2298%, Latency: 1032ms",EMERGENCY_PAUSE,OPEN
INC-0247,2026-08-26 09:08:40.377,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.1652%, Latency: 223ms",EMERGENCY_PAUSE,OPEN
INC-0248,2026-08-26 09:08:40.444,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.3257%, Latency: 182ms",EMERGENCY_PAUSE,OPEN
INC-0249,2026-08-26 09:08:40.538,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.3503%, Latency: 401ms",EMERGENCY_PAUSE,OPEN
INC-0250,2026-08-26 09:08:40.798,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.3923%, Latency: 201ms",EMERGENCY_PAUSE,OPEN
INC-0251,2026-08-26 09:09:01.140,HIGH,Execution Quality,BTCUSDT,"Slippage: 0.1971%, Latency: 338ms",THROTTLE,OPEN
INC-0252,2026-08-26 09:09:01.219,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.2136%, Latency: 192ms",EMERGENCY_PAUSE,OPEN
INC-0253,2026-08-26 09:09:01.380,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.1549%, Latency: 402ms",EMERGENCY_PAUSE,OPEN
INC-0254,2026-08-26 09:09:01.665,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.4024%, Latency: 217ms",EMERGENCY_PAUSE,OPEN
INC-0255,2026-08-26 09:09:01.813,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.3143%, Latency: 778ms",EMERGENCY_PAUSE,OPEN
INC-0256,2026-08-26 09:09:01.925,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.4193%, Latency: 240ms",EMERGENCY_PAUSE,OPEN
INC-0257,2026-08-26 09:09:02.171,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.3859%, Latency: 183ms",EMERGENCY_PAUSE,OPEN
INC-0258,2026-08-26 09:09:02.423,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.4099%, Latency: 549ms",EMERGENCY_PAUSE,OPEN
INC-0259,2026-08-26 09:09:02.707,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.4484%, Latency: 232ms",EMERGENCY_PAUSE,OPEN
INC-0260,2026-08-26 09:09:02.869,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.433%, Latency: 263ms",EMERGENCY_PAUSE,OPEN
INC-0261,2026-08-26 09:09:22.603,HIGH,Execution Quality,SOLUSDT,"Slippage: 0.437%, Latency: 257ms",THROTTLE,OPEN
INC-0262,2026-08-26 09:09:22.723,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.1883%, Latency: 191ms",EMERGENCY_PAUSE,OPEN
INC-0263,2026-08-26 09:09:22.805,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.3651%, Latency: 269ms",EMERGENCY_PAUSE,OPEN
INC-0264,2026-08-26 09:09:22.878,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.1624%, Latency: 259ms",EMERGENCY_PAUSE,OPEN
INC-0265,2026-08-26 09:09:22.942,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.2688%, Latency: 215ms",EMERGENCY_PAUSE,OPEN
INC-0266,2026-08-26 09:09:23.148,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.2879%, Latency: 420ms",EMERGENCY_PAUSE,OPEN
INC-0267,2026-08-26 09:09:23.304,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.1569%, Latency: 496ms",EMERGENCY_PAUSE,OPEN
INC-0268,2026-08-26 09:09:23.545,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.3324%, Latency: 385ms",EMERGENCY_PAUSE,OPEN
INC-0269,2026-08-26 09:09:23.805,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.2291%, Latency: 329ms",EMERGENCY_PAUSE,OPEN
INC-0270,2026-08-26 09:09:24.095,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.1953%, Latency: 575ms",EMERGENCY_PAUSE,OPEN
INC-0271,2026-08-26 09:09:44.103,HIGH,Execution Quality,ETHUSDT,"Slippage: 0.3225%, Latency: 415ms",THROTTLE,OPEN
INC-0272,2026-08-26 09:09:44.275,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.2485%, Latency: 503ms",EMERGENCY_PAUSE,OPEN
INC-0273,2026-08-26 09:09:44.544,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.31%, Latency: 411ms",EMERGENCY_PAUSE,OPEN
INC-0274,2026-08-26 09:09:44.627,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.1524%, Latency: 303ms",EMERGENCY_PAUSE,OPEN
INC-0275,2026-08-26 09:09:44.809,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.163%, Latency: 225ms",EMERGENCY_PAUSE,OPEN
INC-0276,2026-08-26 09:09:44.892,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.2738%, Latency: 308ms",EMERGENCY_PAUSE,OPEN
INC-0277,2026-08-26 09:09:45.179,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2334%, Latency: 537ms",EMERGENCY_PAUSE,OPEN
INC-0278,2026-08-26 09:09:45.452,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.1664%, Latency: 344ms",EMERGENCY_PAUSE,OPEN
INC-0279,2026-08-26 09:09:45.723,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.3702%, Latency: 314ms",EMERGENCY_PAUSE,OPEN
INC-0280,2026-08-26 09:09:45.915,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.3384%, Latency: 566ms",EMERGENCY_PAUSE,OPEN
INC-0281,2026-08-26 09:10:05.667,HIGH,Execution Quality,ETHUSDT,"Slippage: 0.4017%, Latency: 197ms",THROTTLE,OPEN
INC-0282,2026-08-26 09:10:05.719,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.3253%, Latency: 212ms",EMERGENCY_PAUSE,OPEN
INC-0283,2026-08-26 09:10:05.799,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.2683%, Latency: 196ms",EMERGENCY_PAUSE,OPEN
INC-0284,2026-08-26 09:10:06.079,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.1617%, Latency: 532ms",EMERGENCY_PAUSE,OPEN
INC-0285,2026-08-26 09:10:06.326,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.3104%, Latency: 558ms",EMERGENCY_PAUSE,OPEN
INC-0286,2026-08-26 09:10:06.460,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.3167%, Latency: 182ms",EMERGENCY_PAUSE,OPEN
INC-0287,2026-08-26 09:10:06.723,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.2211%, Latency: 832ms",EMERGENCY_PAUSE,OPEN
INC-0288,2026-08-26 09:10:06.887,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.4096%, Latency: 810ms",EMERGENCY_PAUSE,OPEN
INC-0289,2026-08-26 09:10:07.040,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.3539%, Latency: 796ms",EMERGENCY_PAUSE,OPEN
INC-0290,2026-08-26 09:10:07.232,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.4405%, Latency: 245ms",EMERGENCY_PAUSE,OPEN
INC-0291,2026-08-26 09:10:27.490,HIGH,Execution Quality,BTCUSDT,"Slippage: 0.3582%, Latency: 355ms",THROTTLE,OPEN
INC-0292,2026-08-26 09:10:27.552,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.3078%, Latency: 976ms",EMERGENCY_PAUSE,OPEN
INC-0293,2026-08-26 09:10:27.640,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.3583%, Latency: 418ms",EMERGENCY_PAUSE,OPEN
INC-0294,2026-08-26 09:10:27.724,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2209%, Latency: 464ms",EMERGENCY_PAUSE,OPEN
INC-0295,2026-08-26 09:10:27.928,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.325%, Latency: 468ms",EMERGENCY_PAUSE,OPEN
INC-0296,2026-08-26 09:10:27.981,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.191%, Latency: 240ms",EMERGENCY_PAUSE,OPEN
INC-0297,2026-08-26 09:10:28.074,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2069%, Latency: 182ms",EMERGENCY_PAUSE,OPEN
INC-0298,2026-08-26 09:10:28.350,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2642%, Latency: 1057ms",EMERGENCY_PAUSE,OPEN
INC-0299,2026-08-26 09:10:28.636,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.1575%, Latency: 217ms",EMERGENCY_PAUSE,OPEN
INC-0300,2026-08-26 09:10:28.892,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.4496%, Latency: 401ms",EMERGENCY_PAUSE,OPEN
INC-0301,2026-08-26 09:10:47.228,HIGH,Execution Quality,ETHUSDT,"Slippage: 0.2153%, Latency: 531ms",THROTTLE,OPEN
INC-0302,2026-08-26 09:10:47.436,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.4046%, Latency: 703ms",EMERGENCY_PAUSE,OPEN
INC-0303,2026-08-26 09:10:47.488,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.4066%, Latency: 229ms",EMERGENCY_PAUSE,OPEN
INC-0304,2026-08-26 09:10:47.596,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.3928%, Latency: 279ms",EMERGENCY_PAUSE,OPEN
INC-0305,2026-08-26 09:10:47.828,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2631%, Latency: 223ms",EMERGENCY_PAUSE,OPEN
INC-0306,2026-08-26 09:10:48.035,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.3883%, Latency: 379ms",EMERGENCY_PAUSE,OPEN
INC-0307,2026-08-26 09:10:48.279,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.1509%, Latency: 212ms",EMERGENCY_PAUSE,OPEN
INC-0308,2026-08-26 09:10:48.530,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.1966%, Latency: 195ms",EMERGENCY_PAUSE,OPEN
INC-0309,2026-08-26 09:10:48.608,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.2511%, Latency: 385ms",EMERGENCY_PAUSE,OPEN
INC-0310,2026-08-26 09:10:48.753,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2489%, Latency: 831ms",EMERGENCY_PAUSE,OPEN
INC-0311,2026-08-26 09:11:06.652,HIGH,Execution Quality,BTCUSDT,"Slippage: 0.2328%, Latency: 445ms",THROTTLE,OPEN
INC-0312,2026-08-26 09:11:06.809,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.4184%, Latency: 1507ms",EMERGENCY_PAUSE,OPEN
INC-0313,2026-08-26 09:11:06.870,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2253%, Latency: 209ms",EMERGENCY_PAUSE,OPEN
INC-0314,2026-08-26 09:11:06.925,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.4075%, Latency: 504ms",EMERGENCY_PAUSE,OPEN
INC-0315,2026-08-26 09:11:07.018,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2017%, Latency: 494ms",EMERGENCY_PAUSE,OPEN
INC-0316,2026-08-26 09:11:07.136,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.2302%, Latency: 538ms",EMERGENCY_PAUSE,OPEN
INC-0317,2026-08-26 09:11:07.331,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.3003%, Latency: 795ms",EMERGENCY_PAUSE,OPEN
INC-0318,2026-08-26 09:11:07.575,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.3108%, Latency: 217ms",EMERGENCY_PAUSE,OPEN
INC-0319,2026-08-26 09:11:07.812,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.3565%, Latency: 376ms",EMERGENCY_PAUSE,OPEN
INC-0320,2026-08-26 09:11:08.085,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.4372%, Latency: 206ms",EMERGENCY_PAUSE,OPEN
INC-0321,2026-08-26 09:11:26.248,HIGH,Execution Quality,ETHUSDT,"Slippage: 0.1611%, Latency: 232ms",THROTTLE,OPEN
INC-0322,2026-08-26 09:11:26.527,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.1737%, Latency: 360ms",EMERGENCY_PAUSE,OPEN
INC-0323,2026-08-26 09:11:26.606,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.2677%, Latency: 196ms",EMERGENCY_PAUSE,OPEN
INC-0324,2026-08-26 09:11:26.884,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.1508%, Latency: 383ms",EMERGENCY_PAUSE,OPEN
INC-0325,2026-08-26 09:11:26.997,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.3119%, Latency: 309ms",EMERGENCY_PAUSE,OPEN
INC-0326,2026-08-26 09:11:27.243,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.1572%, Latency: 332ms",EMERGENCY_PAUSE,OPEN
INC-0327,2026-08-26 09:11:27.364,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.3962%, Latency: 945ms",EMERGENCY_PAUSE,OPEN
INC-0328,2026-08-26 09:11:27.592,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.1537%, Latency: 187ms",EMERGENCY_PAUSE,OPEN
INC-0329,2026-08-26 09:11:27.694,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.3576%, Latency: 857ms",EMERGENCY_PAUSE,OPEN
INC-0330,2026-08-26 09:11:27.863,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.21%, Latency: 559ms",EMERGENCY_PAUSE,OPEN
INC-0331,2026-08-26 09:11:45.386,HIGH,Execution Quality,BTCUSDT,"Slippage: 0.4102%, Latency: 984ms",THROTTLE,OPEN
INC-0332,2026-08-26 09:11:45.490,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2395%, Latency: 299ms",EMERGENCY_PAUSE,OPEN
INC-0333,2026-08-26 09:11:45.728,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.3581%, Latency: 232ms",EMERGENCY_PAUSE,OPEN
INC-0334,2026-08-26 09:11:45.949,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.4118%, Latency: 292ms",EMERGENCY_PAUSE,OPEN
INC-0335,2026-08-26 09:11:46.221,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.1699%, Latency: 798ms",EMERGENCY_PAUSE,OPEN
