order_id,timestamp,symbol,side,order_type,requested_price,quantity,status
ORD-001266,2026-08-26 09:03:38.646,SOLUSDT,SELL,MARKET,139.98,0.146,FILLED
ORD-001267,2026-08-26 09:03:38.725,ETHUSDT,BUY,MARKET,3001.77,2.234,FILLED
ORD-001268,2026-08-26 09:03:38.960,ETHUSDT,SELL,MARKET,3001.38,0.487,FILLED
ORD-001269,2026-08-26 09:03:39.242,BTCUSDT,SELL,MARKET,60020.16,0.627,FILLED
ORD-001270,2026-08-26 09:03:39.411,SOLUSDT,SELL,MARKET,140.02,1.816,FILLED
ORD-001271,2026-08-26 09:03:39.701,BTCUSDT,SELL,MARKET,59953.5,1.1,FILLED
ORD-001272,2026-08-26 09:03:39.910,SOLUSDT,SELL,MARKET,139.81,2.127,FILLED
ORD-001273,2026-08-26 09:03:40.004,BTCUSDT,SELL,MARKET,60044.43,1.259,FILLED
ORD-001274,2026-08-26 09:03:40.180,BTCUSDT,BUY,MARKET,59988.4,1.098,FILLED
ORD-001275,2026-08-26 09:03:40.455,ETHUSDT,BUY,MARKET,3001.58,0.144,FILLED
ORD-001276,2026-08-26 09:03:40.633,ETHUSDT,SELL,MARKET,3003.12,2.163,FILLED
ORD-001277,2026-08-26 09:03:40.826,BTCUSDT,BUY,MARKET,60032.65,0.644,FILLED
ORD-001278,2026-08-26 09:03:40.887,BTCUSDT,SELL,MARKET,59902.71,0.953,FILLED
ORD-001279,2026-08-26 09:03:41.091,SOLUSDT,SELL,MARKET,140.31,2.197,FILLED
ORD-001280,2026-08-26 09:03:41.258,SOLUSDT,BUY,MARKET,140.16,1.151,FILLED
ORD-001281,2026-08-26 09:03:41.334,BTCUSDT,BUY,MARKET,60014.73,2.16,FILLED
ORD-001282,2026-08-26 09:03:41.436,SOLUSDT,BUY,MARKET,139.79,0.383,FILLED
ORD-001283,2026-08-26 09:03:41.613,ETHUSDT,BUY,MARKET,2999.97,1.929,FILLED
ORD-001284,2026-08-26 09:03:41.694,SOLUSDT,BUY,MARKET,139.94,2.066,FILLED
ORD-001285,2026-08-26 09:03:41.957,BTCUSDT,SELL,MARKET,59986.34,0.116,FILLED
ORD-001286,2026-08-26 09:03:42.190,ETHUSDT,SELL,MARKET,2992.57,0.738,FILLED
ORD-001287,2026-08-26 09:03:42.375,ETHUSDT,SELL,MARKET,2999.76,1.908,FILLED
ORD-001288,2026-08-26 09:03:42.654,ETHUSDT,BUY,MARKET,3000.68,2.303,FILLED
ORD-001289,2026-08-26 09:03:42.887,ETHUSDT,SELL,MARKET,3000.17,1.948,FILLED
ORD-001290,2026-08-26 09:03:42.979,SOLUSDT,BUY,MARKET,140.3,2.457,FILLED
ORD-001291,2026-08-26 09:03:43.067,ETHUSDT,BUY,MARKET,2998.94,2.314,FILLED
ORD-001292,2026-08-26 09:03:43.341,SOLUSDT,BUY,MARKET,139.78,2.018,FILLED
ORD-001293,2026-08-26 09:03:43.614,SOLUSDT,SELL,MARKET,140.13,1.782,FILLED
ORD-001294,2026-08-26 09:03:43.799,ETHUSDT,SELL,MARKET,2996.36,0.771,FILLED
ORD-001295,2026-08-26 09:03:43.988,SOLUSDT,BUY,MARKET,139.96,0.592,FILLED
ORD-001296,2026-08-26 09:03:44.141,SOLUSDT,SELL,MARKET,140.01,1.976,FILLED
ORD-001297,2026-08-26 09:03:44.375,BTCUSDT,SELL,MARKET,59938.54,1.036,FILLED
ORD-001298,2026-08-26 09:03:44.555,SOLUSDT,BUY,MARKET,140.1,0.613,FILLED
ORD-001299,2026-08-26 09:03:44.612,SOLUSDT,SELL,MARKET,140.1,0.484,FILLED
ORD-001300,2026-08-26 09:03:44.677,SOLUSDT,SELL,MARKET,139.86,2.469,REJECTED
ORD-001301,2026-08-26 09:03:44.803,ETHUSDT,SELL,MARKET,2995.76,1.662,REJECTED
ORD-001302,2026-08-26 09:03:45.081,SOLUSDT,BUY,MARKET,140.08,2.474,FILLED
ORD-001303,2026-08-26 09:03:45.313,SOLUSDT,BUY,MARKET,139.96,1.816,FILLED
ORD-001304,2026-08-26 09:03:45.400,ETHUSDT,BUY,MARKET,2995.72,1.969,FILLED
ORD-001305,2026-08-26 09:03:45.564,SOLUSDT,SELL,MARKET,139.75,2.232,FILLED
ORD-001306,2026-08-26 09:03:45.763,BTCUSDT,SELL,MARKET,59958.15,1.969,FILLED
ORD-001307,2026-08-26 09:03:45.854,ETHUSDT,SELL,MARKET,3002.93,1.856,FILLED
ORD-001308,2026-08-26 09:03:46.081,BTCUSDT,BUY,MARKET,60078.07,1.332,FILLED
ORD-001309,2026-08-26 09:03:46.285,BTCUSDT,SELL,MARKET,60010.98,0.986,FILLED
ORD-001310,2026-08-26 09:03:46.430,ETHUSDT,BUY,MARKET,3000.78,0.468,FILLED
ORD-001311,2026-08-26 09:03:46.630,ETHUSDT,SELL,MARKET,2998.6,0.441,FILLED
ORD-001312,2026-08-26 09:03:46.726,ETHUSDT,BUY,MARKET,3003.61,0.78,FILLED
ORD-001313,2026-08-26 09:03:46.787,SOLUSDT,SELL,MARKET,140.22,0.262,FILLED
ORD-001314,2026-08-26 09:03:47.037,ETHUSDT,SELL,MARKET,2996.19,2.261,FILLED
ORD-001315,2026-08-26 09:03:47.122,ETHUSDT,SELL,MARKET,2996.55,0.419,FILLED
ORD-001316,2026-08-26 09:03:47.358,SOLUSDT,SELL,MARKET,140.03,0.458,FILLED
ORD-001317,2026-08-26 09:03:47.467,ETHUSDT,BUY,MARKET,3005.08,1.083,FILLED
ORD-001318,2026-08-26 09:03:47.705,ETHUSDT,SELL,MARKET,2997.83,2.236,FILLED
ORD-001319,2026-08-26 09:03:47.958,ETHUSDT,BUY,MARKET,2997.07,1.473,FILLED
ORD-001320,2026-08-26 09:03:48.057,SOLUSDT,SELL,MARKET,140.11,1.442,FILLED
ORD-001321,2026-08-26 09:03:48.235,SOLUSDT,BUY,MARKET,140.0,1.901,FILLED
ORD-001322,2026-08-26 09:03:48.355,BTCUSDT,BUY,MARKET,59917.54,2.41,FILLED
ORD-001323,2026-08-26 09:03:48.426,BTCUSDT,BUY,MARKET,60004.06,1.491,FILLED
ORD-001324,2026-08-26 09:03:48.481,SOLUSDT,SELL,MARKET,139.94,2.169,FILLED
ORD-001325,2026-08-26 09:03:48.628,ETHUSDT,SELL,MARKET,2995.8,1.367,FILLED
ORD-001326,2026-08-26 09:03:48.714,ETHUSDT,BUY,MARKET,3006.66,0.504,FILLED
ORD-001327,2026-08-26 09:03:48.937,BTCUSDT,SELL,MARKET,59997.1,2.385,FILLED
ORD-001328,2026-08-26 09:03:49.001,BTCUSDT,BUY,MARKET,60017.09,0.165,FILLED
ORD-001329,2026-08-26 09:03:49.117,ETHUSDT,SELL,MARKET,3003.64,2.243,FILLED
ORD-001330,2026-08-26 09:03:49.227,ETHUSDT,BUY,MARKET,3002.78,1.533,FILLED
ORD-001331,2026-08-26 09:03:49.418,ETHUSDT,SELL,MARKET,2997.79,0.864,FILLED
ORD-001332,2026-08-26 09:03:49.694,ETHUSDT,BUY,MARKET,2994.8,0.661,FILLED
ORD-001333,2026-08-26 09:03:49.939,BTCUSDT,SELL,MARKET,59920.64,0.344,FILLED
ORD-001334,2026-08-26 09:03:50.151,SOLUSDT,BUY,MARKET,140.02,0.301,FILLED
ORD-001335,2026-08-26 09:03:50.244,SOLUSDT,BUY,MARKET,139.95,1.397,FILLED
ORD-001336,2026-08-26 09:03:50.502,BTCUSDT,SELL,MARKET,60064.94,0.2,FILLED
ORD-001337,2026-08-26 09:03:50.787,ETHUSDT,SELL,MARKET,2995.26,0.244,FILLED
ORD-001338,2026-08-26 09:03:50.926,ETHUSDT,SELL,MARKET,3000.3,1.012,FILLED
ORD-001339,2026-08-26 09:03:51.165,SOLUSDT,BUY,MARKET,140.15,0.209,FILLED
ORD-001340,2026-08-26 09:03:51.250,SOLUSDT,BUY,MARKET,140.07,0.395,FILLED
ORD-001341,2026-08-26 09:03:51.505,SOLUSDT,SELL,MARKET,139.99,1.312,FILLED
ORD-001342,2026-08-26 09:03:51.624,ETHUSDT,SELL,MARKET,3002.06,1.799,FILLED
ORD-001343,2026-08-26 09:03:51.678,BTCUSDT,SELL,MARKET,59969.09,1.539,FILLED
ORD-001344,2026-08-26 09:03:51.958,SOLUSDT,BUY,MARKET,140.04,1.244,FILLED
ORD-001345,2026-08-26 09:03:52.203,BTCUSDT,BUY,MARKET,60050.08,1.788,FILLED
ORD-001346,2026-08-26 09:03:52.260,ETHUSDT,BUY,MARKET,3001.55,0.286,FILLED
ORD-001347,2026-08-26 09:03:52.521,SOLUSDT,SELL,MARKET,140.12,2.051,FILLED
ORD-001348,2026-08-26 09:03:52.573,SOLUSDT,SELL,MARKET,139.79,2.048,FILLED
ORD-001349,2026-08-26 09:03:52.813,BTCUSDT,SELL,MARKET,59937.14,0.122,FILLED
ORD-001350,2026-08-26 09:03:53.071,BTCUSDT,SELL,MARKET,59908.93,0.56,FILLED
ORD-001351,2026-08-26 09:03:53.368,SOLUSDT,SELL,MARKET,139.9,2.452,FILLED
ORD-001352,2026-08-26 09:03:53.471,ETHUSDT,BUY,MARKET,2998.22,1.797,FILLED
ORD-001353,2026-08-26 09:03:53.592,BTCUSDT,BUY,MARKET,60028.2,0.366,FILLED
ORD-001354,2026-08-26 09:03:53.814,SOLUSDT,SELL,MARKET,139.83,1.873,FILLED
ORD-001355,2026-08-26 09:03:53.930,SOLUSDT,BUY,MARKET,140.01,0.256,FILLED
ORD-001356,2026-08-26 09:03:54.197,SOLUSDT,BUY,MARKET,139.93,0.758,FILLED
ORD-001357,2026-08-26 09:03:54.311,SOLUSDT,BUY,MARKET,139.95,1.379,FILLED
ORD-001358,2026-08-26 09:03:54.527,SOLUSDT,SELL,MARKET,140.05,1.715,FILLED
ORD-001359,2026-08-26 09:03:54.751,BTCUSDT,SELL,MARKET,60015.85,0.758,FILLED
ORD-001360,2026-08-26 09:03:54.985,SOLUSDT,SELL,MARKET,139.99,0.204,FILLED
ORD-001361,2026-08-26 09:03:55.036,BTCUSDT,BUY,MARKET,59962.32,1.177,FILLED
ORD-001362,2026-08-26 09:03:55.274,ETHUSDT,BUY,MARKET,3001.32,2.038,FILLED
ORD-001363,2026-08-26 09:03:55.408,BTCUSDT,SELL,MARKET,60029.43,0.573,FILLED
ORD-001364,2026-08-26 09:03:55.664,ETHUSDT,BUY,MARKET,2999.02,1.252,FILLED
ORD-001365,2026-08-26 09:03:55.959,BTCUSDT,SELL,MARKET,60046.33,1.237,FILLED
ORD-001366,2026-08-26 09:03:56.027,ETHUSDT,BUY,MARKET,2999.2,0.668,FILLED
ORD-001367,2026-08-26 09:03:56.098,SOLUSDT,SELL,MARKET,139.97,1.489,FILLED
ORD-001368,2026-08-26 09:03:56.348,BTCUSDT,BUY,MARKET,60069.01,1.764,FILLED
ORD-001369,2026-08-26 09:03:56.558,BTCUSDT,BUY,MARKET,60079.76,0.824,FILLED
ORD-001370,2026-08-26 09:03:56.825,ETHUSDT,BUY,MARKET,3005.72,0.225,FILLED
ORD-001371,2026-08-26 09:03:57.028,ETHUSDT,SELL,MARKET,2999.24,0.659,FILLED
ORD-001372,2026-08-26 09:03:57.236,SOLUSDT,BUY,MARKET,140.05,1.127,FILLED
ORD-001373,2026-08-26 09:03:57.402,SOLUSDT,BUY,MARKET,140.16,1.979,FILLED
ORD-001374,2026-08-26 09:03:57.634,SOLUSDT,SELL,MARKET,140.08,0.129,FILLED
ORD-001375,2026-08-26 09:03:57.774,BTCUSDT,BUY,MARKET,59992.64,1.321,FILLED
ORD-001376,2026-08-26 09:03:58.028,ETHUSDT,SELL,MARKET,3000.26,0.684,FILLED
ORD-001377,2026-08-26 09:03:58.244,BTCUSDT,BUY,MARKET,59955.77,1.332,FILLED
ORD-001378,2026-08-26 09:03:58.414,ETHUSDT,SELL,MARKET,2997.51,0.449,FILLED
ORD-001379,2026-08-26 09:03:58.632,ETHUSDT,SELL,MARKET,2999.82,1.342,FILLED
ORD-001380,2026-08-26 09:03:58.901,SOLUSDT,BUY,MARKET,139.83,2.104,FILLED
ORD-001381,2026-08-26 09:03:59.002,BTCUSDT,SELL,MARKET,59984.51,1.637,FILLED
ORD-001382,2026-08-26 09:03:59.171,BTCUSDT,SELL,MARKET,59995.46,1.76,FILLED
ORD-001383,2026-08-26 09:03:59.297,SOLUSDT,SELL,MARKET,139.98,0.906,FILLED
ORD-001384,2026-08-26 09:03:59.357,ETHUSDT,SELL,MARKET,3004.94,1.994,FILLED
ORD-001385,2026-08-26 09:03:59.526,ETHUSDT,BUY,MARKET,3002.05,1.764,FILLED
ORD-001386,2026-08-26 09:03:59.660,SOLUSDT,BUY,MARKET,140.27,2.386,FILLED
ORD-001387,2026-08-26 09:03:59.802,SOLUSDT,SELL,MARKET,139.87,2.476,FILLED
ORD-001388,2026-08-26 09:03:59.964,BTCUSDT,BUY,MARKET,59905.66,0.442,FILLED
ORD-001389,2026-08-26 09:04:00.058,BTCUSDT,SELL,MARKET,59986.68,0.575,FILLED
ORD-001390,2026-08-26 09:04:00.153,BTCUSDT,SELL,MARKET,59969.48,1.431,FILLED
ORD-001391,2026-08-26 09:04:00.415,BTCUSDT,BUY,MARKET,60037.28,0.343,FILLED
ORD-001392,2026-08-26 09:04:00.704,SOLUSDT,BUY,MARKET,139.97,0.366,FILLED
ORD-001393,2026-08-26 09:04:00.797,BTCUSDT,SELL,MARKET,59983.11,0.994,FILLED
ORD-001394,2026-08-26 09:04:01.083,SOLUSDT,SELL,MARKET,139.78,0.447,FILLED
ORD-001395,2026-08-26 09:04:01.286,BTCUSDT,BUY,MARKET,60025.75,0.998,FILLED
ORD-001396,2026-08-26 09:04:01.554,ETHUSDT,BUY,MARKET,2998.94,1.51,FILLED
ORD-001397,2026-08-26 09:04:01.807,SOLUSDT,SELL,MARKET,139.71,0.228,FILLED
ORD-001398,2026-08-26 09:04:01.910,ETHUSDT,BUY,MARKET,3000.38,2.226,FILLED
ORD-001399,2026-08-26 09:04:02.002,SOLUSDT,BUY,MARKET,140.01,1.576,FILLED
ORD-001400,2026-08-26 09:04:02.179,SOLUSDT,SELL,MARKET,139.76,1.322,FILLED
ORD-001401,2026-08-26 09:04:02.352,SOLUSDT,SELL,MARKET,140.17,1.361,FILLED
ORD-001402,2026-08-26 09:04:02.604,SOLUSDT,SELL,MARKET,139.92,1.631,FILLED
ORD-001403,2026-08-26 09:04:02.714,SOLUSDT,BUY,MARKET,139.94,1.185,FILLED
ORD-001404,2026-08-26 09:04:03.003,ETHUSDT,BUY,MARKET,2997.93,1.471,FILLED
ORD-001405,2026-08-26 09:04:03.166,ETHUSDT,SELL,MARKET,3001.11,0.302,FILLED
ORD-001406,2026-08-26 09:04:03.302,SOLUSDT,SELL,MARKET,139.95,1.329,FILLED
ORD-001407,2026-08-26 09:04:03.433,ETHUSDT,SELL,MARKET,2999.44,2.031,FILLED
ORD-001408,2026-08-26 09:04:03.502,ETHUSDT,SELL,MARKET,2996.52,0.737,FILLED
ORD-001409,2026-08-26 09:04:03.572,ETHUSDT,BUY,MARKET,2998.65,1.412,FILLED
ORD-001410,2026-08-26 09:04:03.673,ETHUSDT,BUY,MARKET,3001.26,0.192,FILLED
ORD-001411,2026-08-26 09:04:03.919,ETHUSDT,BUY,MARKET,3004.21,1.889,FILLED
ORD-001412,2026-08-26 09:04:04.187,SOLUSDT,SELL,MARKET,140.02,0.431,FILLED
ORD-001413,2026-08-26 09:04:04.437,SOLUSDT,SELL,MARKET,139.94,2.074,FILLED
ORD-001414,2026-08-26 09:04:04.654,ETHUSDT,SELL,MARKET,2997.03,0.129,FILLED
ORD-001415,2026-08-26 09:04:04.757,SOLUSDT,BUY,MARKET,139.79,1.836,FILLED
ORD-001416,2026-08-26 09:04:04.991,ETHUSDT,BUY,MARKET,2997.7,1.918,FILLED
ORD-001417,2026-08-26 09:04:05.238,ETHUSDT,SELL,MARKET,2993.79,0.551,FILLED
ORD-001418,2026-08-26 09:04:05.383,SOLUSDT,SELL,MARKET,140.17,1.44,FILLED
ORD-001419,2026-08-26 09:04:05.601,BTCUSDT,BUY,MARKET,60011.86,1.3,FILLED
ORD-001420,2026-08-26 09:04:05.727,ETHUSDT,SELL,MARKET,2999.42,1.931,FILLED
ORD-001421,2026-08-26 09:04:05.922,ETHUSDT,BUY,MARKET,2999.15,2.445,FILLED
ORD-001422,2026-08-26 09:04:05.999,SOLUSDT,SELL,MARKET,139.97,1.383,REJECTED
ORD-001423,2026-08-26 09:04:06.260,ETHUSDT,SELL,MARKET,2998.5,1.72,REJECTED
ORD-001424,2026-08-26 09:04:06.384,SOLUSDT,SELL,MARKET,140.03,1.026,REJECTED
ORD-001425,2026-08-26 09:04:06.534,SOLUSDT,BUY,MARKET,139.92,0.884,FILLED
ORD-001426,2026-08-26 09:04:06.636,BTCUSDT,BUY,MARKET,60076.31,1.034,FILLED
ORD-001427,2026-08-26 09:04:06.765,BTCUSDT,BUY,MARKET,60076.92,0.481,FILLED
ORD-001428,2026-08-26 09:04:06.831,SOLUSDT,BUY,MARKET,140.08,0.118,REJECTED
ORD-001429,2026-08-26 09:04:07.069,ETHUSDT,BUY,MARKET,3003.41,1.204,FILLED
ORD-001430,2026-08-26 09:04:07.219,BTCUSDT,SELL,MARKET,59908.63,2.122,FILLED
ORD-001431,2026-08-26 09:04:07.379,SOLUSDT,BUY,MARKET,140.18,1.583,FILLED
ORD-001432,2026-08-26 09:04:07.529,ETHUSDT,SELL,MARKET,2998.87,1.465,FILLED
ORD-001433,2026-08-26 09:04:07.739,SOLUSDT,BUY,MARKET,140.15,0.757,FILLED
ORD-001434,2026-08-26 09:04:08.019,SOLUSDT,SELL,MARKET,139.85,1.844,FILLED
ORD-001435,2026-08-26 09:04:08.163,BTCUSDT,SELL,MARKET,59985.0,0.391,FILLED
ORD-001436,2026-08-26 09:04:08.255,BTCUSDT,BUY,MARKET,59986.32,1.084,FILLED
ORD-001437,2026-08-26 09:04:08.482,ETHUSDT,BUY,MARKET,2999.2,0.276,FILLED
ORD-001438,2026-08-26 09:04:08.633,SOLUSDT,SELL,MARKET,139.91,2.154,FILLED
ORD-001439,2026-08-26 09:04:08.854,BTCUSDT,BUY,MARKET,59978.88,0.428,FILLED
ORD-001440,2026-08-26 09:04:08.966,SOLUSDT,SELL,MARKET,139.84,1.416,FILLED
ORD-001441,2026-08-26 09:04:09.059,SOLUSDT,SELL,MARKET,140.03,2.12,FILLED
ORD-001442,2026-08-26 09:04:09.152,BTCUSDT,BUY,MARKET,60098.73,1.879,FILLED
ORD-001443,2026-08-26 09:04:09.257,BTCUSDT,BUY,MARKET,59940.15,0.959,FILLED
ORD-001444,2026-08-26 09:04:09.319,SOLUSDT,BUY,MARKET,140.06,1.161,FILLED
ORD-001445,2026-08-26 09:04:09.370,SOLUSDT,BUY,MARKET,140.14,0.226,FILLED
ORD-001446,2026-08-26 09:04:09.481,BTCUSDT,SELL,MARKET,59979.58,0.999,FILLED
ORD-001447,2026-08-26 09:04:09.741,BTCUSDT,BUY,MARKET,60024.1,0.135,FILLED
ORD-001448,2026-08-26 09:04:10.003,BTCUSDT,BUY,MARKET,60023.84,2.013,FILLED
ORD-001449,2026-08-26 09:04:10.261,SOLUSDT,BUY,MARKET,139.7,1.33,FILLED
ORD-001450,2026-08-26 09:04:10.449,ETHUSDT,SELL,MARKET,3004.24,0.597,FILLED
ORD-001451,2026-08-26 09:04:10.543,ETHUSDT,SELL,MARKET,2997.3,0.956,FILLED
ORD-001452,2026-08-26 09:04:10.649,BTCUSDT,SELL,MARKET,60065.61,0.611,FILLED
ORD-001453,2026-08-26 09:04:10.754,BTCUSDT,SELL,MARKET,60077.6,0.262,FILLED
ORD-001454,2026-08-26 09:04:10.986,ETHUSDT,SELL,MARKET,2998.7,2.477,FILLED
ORD-001455,2026-08-26 09:04:11.197,SOLUSDT,BUY,MARKET,140.24,0.878,FILLED
ORD-001456,2026-08-26 09:04:11.332,SOLUSDT,SELL,MARKET,139.89,1.765,FILLED
ORD-001457,2026-08-26 09:04:11.386,BTCUSDT,SELL,MARKET,60029.15,0.262,FILLED
ORD-001458,2026-08-26 09:04:11.586,SOLUSDT,SELL,MARKET,139.9,0.658,FILLED
ORD-001459,2026-08-26 09:04:11.715,SOLUSDT,BUY,MARKET,139.8,2.252,FILLED
ORD-001460,2026-08-26 09:04:11.860,BTCUSDT,SELL,MARKET,59940.96,0.244,FILLED
ORD-001461,2026-08-26 09:04:11.970,ETHUSDT,SELL,MARKET,3005.27,1.641,FILLED
ORD-001462,2026-08-26 09:04:12.184,SOLUSDT,SELL,MARKET,139.84,0.768,FILLED
ORD-001463,2026-08-26 09:04:12.450,BTCUSDT,SELL,MARKET,60051.61,0.157,FILLED
ORD-001464,2026-08-26 09:04:12.734,SOLUSDT,SELL,MARKET,140.06,0.23,FILLED
ORD-001465,2026-08-26 09:04:13.007,SOLUSDT,BUY,MARKET,140.13,0.634,FILLED
ORD-001466,2026-08-26 09:04:13.182,ETHUSDT,SELL,MARKET,2994.12,0.255,FILLED
ORD-001467,2026-08-26 09:04:13.264,BTCUSDT,BUY,MARKET,59985.03,2.352,FILLED
ORD-001468,2026-08-26 09:04:13.374,BTCUSDT,BUY,MARKET,59907.25,2.336,FILLED
ORD-001469,2026-08-26 09:04:13.474,SOLUSDT,BUY,MARKET,139.95,0.494,FILLED
ORD-001470,2026-08-26 09:04:13.638,BTCUSDT,SELL,MARKET,59999.82,0.785,FILLED
ORD-001471,2026-08-26 09:04:13.936,SOLUSDT,BUY,MARKET,139.97,0.292,FILLED
ORD-001472,2026-08-26 09:04:14.142,ETHUSDT,SELL,MARKET,3000.64,1.114,FILLED
ORD-001473,2026-08-26 09:04:14.197,SOLUSDT,SELL,MARKET,139.91,2.005,FILLED
ORD-001474,2026-08-26 09:04:14.399,ETHUSDT,SELL,MARKET,3001.59,2.312,FILLED
ORD-001475,2026-08-26 09:04:14.527,SOLUSDT,BUY,MARKET,139.91,1.013,FILLED
ORD-001476,2026-08-26 09:04:14.611,ETHUSDT,SELL,MARKET,3000.7,0.273,FILLED
ORD-001477,2026-08-26 09:04:14.881,SOLUSDT,SELL,MARKET,139.9,0.11,FILLED
ORD-001478,2026-08-26 09:04:15.179,SOLUSDT,SELL,MARKET,140.34,2.357,FILLED
ORD-001479,2026-08-26 09:04:15.247,SOLUSDT,SELL,MARKET,139.93,2.47,FILLED
ORD-001480,2026-08-26 09:04:15.338,ETHUSDT,BUY,MARKET,3000.53,2.337,FILLED
ORD-001481,2026-08-26 09:04:15.477,BTCUSDT,SELL,MARKET,60028.09,1.904,FILLED
ORD-001482,2026-08-26 09:04:15.625,SOLUSDT,SELL,MARKET,139.96,0.238,FILLED
ORD-001483,2026-08-26 09:04:15.836,ETHUSDT,BUY,MARKET,3001.03,2.052,FILLED
ORD-001484,2026-08-26 09:04:16.002,SOLUSDT,BUY,MARKET,139.94,0.727,FILLED
ORD-001485,2026-08-26 09:04:16.267,SOLUSDT,BUY,MARKET,140.28,2.384,FILLED
ORD-001486,2026-08-26 09:04:16.415,BTCUSDT,BUY,MARKET,60032.61,1.808,FILLED
ORD-001487,2026-08-26 09:04:16.677,ETHUSDT,BUY,MARKET,2994.1,1.115,FILLED
ORD-001488,2026-08-26 09:04:16.953,ETHUSDT,SELL,MARKET,2999.61,1.38,FILLED
ORD-001489,2026-08-26 09:04:17.225,ETHUSDT,SELL,MARKET,3004.63,2.318,FILLED
ORD-001490,2026-08-26 09:04:17.311,BTCUSDT,BUY,MARKET,60149.46,0.927,FILLED
ORD-001491,2026-08-26 09:04:17.404,ETHUSDT,BUY,MARKET,2992.19,0.839,FILLED
ORD-001492,2026-08-26 09:04:17.560,ETHUSDT,BUY,MARKET,2998.15,1.103,FILLED
ORD-001493,2026-08-26 09:04:17.790,SOLUSDT,SELL,MARKET,139.85,0.999,FILLED
ORD-001494,2026-08-26 09:04:17.985,BTCUSDT,BUY,MARKET,60076.66,0.365,FILLED
ORD-001495,2026-08-26 09:04:18.084,BTCUSDT,BUY,MARKET,59974.94,2.042,FILLED
ORD-001496,2026-08-26 09:04:18.296,ETHUSDT,SELL,MARKET,3004.75,0.362,FILLED
ORD-001497,2026-08-26 09:04:18.433,BTCUSDT,BUY,MARKET,59965.28,0.764,FILLED
ORD-001498,2026-08-26 09:04:18.498,BTCUSDT,BUY,MARKET,60019.04,0.342,FILLED
ORD-001499,2026-08-26 09:04:18.602,ETHUSDT,BUY,MARKET,3005.1,0.2,FILLED
ORD-001500,2026-08-26 09:04:18.720,SOLUSDT,BUY,MARKET,139.91,2.409,FILLED
ORD-001501,2026-08-26 09:04:18.944,ETHUSDT,SELL,MARKET,2997.27,0.908,FILLED
ORD-001502,2026-08-26 09:04:19.090,ETHUSDT,SELL,MARKET,3002.32,1.696,FILLED
ORD-001503,2026-08-26 09:04:19.140,SOLUSDT,BUY,MARKET,139.78,2.035,FILLED
ORD-001504,2026-08-26 09:04:19.344,ETHUSDT,SELL,MARKET,3000.28,0.433,FILLED
ORD-001505,2026-08-26 09:04:19.509,BTCUSDT,SELL,MARKET,59987.74,0.696,FILLED
ORD-001506,2026-08-26 09:04:19.722,SOLUSDT,SELL,MARKET,140.02,0.108,FILLED
ORD-001507,2026-08-26 09:04:19.960,ETHUSDT,BUY,MARKET,2997.24,2.427,FILLED
ORD-001508,2026-08-26 09:04:20.213,ETHUSDT,SELL,MARKET,2998.2,1.874,FILLED
ORD-001509,2026-08-26 09:04:20.431,BTCUSDT,SELL,MARKET,60038.99,2.334,FILLED
ORD-001510,2026-08-26 09:04:20.517,SOLUSDT,BUY,MARKET,139.95,0.568,FILLED
ORD-001511,2026-08-26 09:04:20.739,SOLUSDT,BUY,MARKET,140.04,0.823,FILLED
ORD-001512,2026-08-26 09:04:20.958,SOLUSDT,SELL,MARKET,139.86,0.378,FILLED
ORD-001513,2026-08-26 09:04:21.187,SOLUSDT,BUY,MARKET,139.79,2.366,FILLED
ORD-001514,2026-08-26 09:04:21.474,BTCUSDT,BUY,MARKET,60000.42,0.485,FILLED
ORD-001515,2026-08-26 09:04:21.645,ETHUSDT,SELL,MARKET,2998.53,0.718,FILLED
ORD-001516,2026-08-26 09:04:21.820,SOLUSDT,BUY,MARKET,139.95,1.621,FILLED
ORD-001517,2026-08-26 09:04:22.023,BTCUSDT,SELL,MARKET,60072.66,1.939,FILLED
ORD-001518,2026-08-26 09:04:22.170,BTCUSDT,SELL,MARKET,59998.79,1.866,FILLED
ORD-001519,2026-08-26 09:04:22.242,SOLUSDT,SELL,MARKET,140.15,0.378,FILLED
ORD-001520,2026-08-26 09:04:22.533,BTCUSDT,BUY,MARKET,60016.02,0.552,FILLED
ORD-001521,2026-08-26 09:04:22.771,BTCUSDT,SELL,MARKET,59987.19,1.012,FILLED
ORD-001522,2026-08-26 09:04:23.071,BTCUSDT,SELL,MARKET,60055.05,2.133,FILLED
ORD-001523,2026-08-26 09:04:23.153,ETHUSDT,SELL,MARKET,3001.49,2.341,FILLED
ORD-001524,2026-08-26 09:04:23.283,SOLUSDT,BUY,MARKET,139.99,2.146,FILLED
ORD-001525,2026-08-26 09:04:23.486,BTCUSDT,SELL,MARKET,60075.05,1.194,FILLED
ORD-001526,2026-08-26 09:04:23.544,ETHUSDT,BUY,MARKET,3003.94,2.087,FILLED
ORD-001527,2026-08-26 09:04:23.811,SOLUSDT,SELL,MARKET,139.96,0.396,FILLED
ORD-001528,2026-08-26 09:04:24.108,SOLUSDT,SELL,MARKET,139.9,0.8,FILLED
ORD-001529,2026-08-26 09:04:24.211,ETHUSDT,BUY,MARKET,3004.98,2.087,FILLED
ORD-001530,2026-08-26 09:04:24.306,SOLUSDT,BUY,MARKET,139.89,2.177,FILLED
