fill_id,order_id,timestamp,expected_price,executed_price,quantity,latency_ms,fee,status,slippage_pct,risk_state
FIL-000615,ORD-000615,2026-08-26 09:01:43.902,3003.54,3004.3,1.614,24,1.9396,SUCCESS,0.0253,NORMAL
FIL-000616,ORD-000616,2026-08-26 09:01:43.995,2999.72,3000.31,1.927,14,2.3126,SUCCESS,0.0197,NORMAL
FIL-000617,ORD-000617,2026-08-26 09:01:44.202,139.89,139.93,0.311,23,0.0174,SUCCESS,0.0267,NORMAL
FIL-000618,ORD-000618,2026-08-26 09:01:44.261,2998.42,2998.32,1.02,33,1.2233,SUCCESS,0.0033,NORMAL
FIL-000619,ORD-000619,2026-08-26 09:01:44.504,139.95,139.97,2.241,7,0.1255,SUCCESS,0.016,NORMAL
FIL-000620,ORD-000620,2026-08-26 09:01:44.611,140.12,140.19,1.861,6,0.1044,SUCCESS,0.0513,NORMAL
FIL-000621,ORD-000621,2026-08-26 09:01:44.739,139.84,139.82,1.308,6,0.0732,SUCCESS,0.0138,NORMAL
FIL-000622,ORD-000622,2026-08-26 09:01:44.975,60020.47,60025.51,0.798,13,19.1601,SUCCESS,0.0084,NORMAL
FIL-000623,ORD-000623,2026-08-26 09:01:45.255,140.05,140.0,0.421,54,0.0236,SUCCESS,0.033,NORMAL
FIL-000624,ORD-000624,2026-08-26 09:01:45.512,3004.0,3003.81,2.277,7,2.7359,SUCCESS,0.0063,NORMAL
FIL-000625,ORD-000625,2026-08-26 09:01:45.749,3003.26,3003.58,0.415,7,0.4986,SUCCESS,0.0107,NORMAL
FIL-000626,ORD-000626,2026-08-26 09:01:45.895,59989.99,60002.95,2.001,13,48.0264,SUCCESS,0.0216,NORMAL
FIL-000627,ORD-000627,2026-08-26 09:01:45.957,140.04,140.03,1.525,5,0.0854,SUCCESS,0.0061,NORMAL
FIL-000628,ORD-000628,2026-08-26 09:01:46.113,140.09,140.11,1.755,28,0.0984,SUCCESS,0.0134,NORMAL
FIL-000629,ORD-000629,2026-08-26 09:01:46.215,3003.65,3003.53,1.784,19,2.1433,SUCCESS,0.0039,NORMAL
FIL-000630,ORD-000630,2026-08-26 09:01:46.334,139.74,139.79,1.69,25,0.0945,SUCCESS,0.0324,NORMAL
FIL-000631,ORD-000631,2026-08-26 09:01:46.542,139.92,139.92,1.328,13,0.0743,SUCCESS,0.0,NORMAL
FIL-000632,ORD-000632,2026-08-26 09:01:46.643,60053.55,60037.46,0.577,7,13.8566,SUCCESS,0.0268,NORMAL
FIL-000633,ORD-000633,2026-08-26 09:01:46.833,3001.94,3001.98,0.485,6,0.5824,SUCCESS,0.0013,NORMAL
FIL-000634,ORD-000634,2026-08-26 09:01:46.886,2999.07,3000.34,0.663,10,0.7957,SUCCESS,0.0423,NORMAL
FIL-000635,ORD-000635,2026-08-26 09:01:46.974,139.96,139.99,1.706,17,0.0955,SUCCESS,0.0204,NORMAL
FIL-000636,ORD-000636,2026-08-26 09:01:47.083,60080.64,60091.51,0.714,27,17.1621,SUCCESS,0.0181,NORMAL
FIL-000637,ORD-000637,2026-08-26 09:01:47.356,2999.63,2999.11,2.052,17,2.4617,SUCCESS,0.0174,NORMAL
FIL-000638,ORD-000638,2026-08-26 09:01:47.435,59946.6,59946.18,1.122,9,26.9038,SUCCESS,0.0007,NORMAL
FIL-000639,ORD-000639,2026-08-26 09:01:47.569,60018.07,60019.27,1.653,7,39.6847,SUCCESS,0.002,NORMAL
FIL-000640,ORD-000640,2026-08-26 09:01:47.714,3001.27,3000.45,1.859,26,2.2311,SUCCESS,0.0274,NORMAL
FIL-000641,ORD-000641,2026-08-26 09:01:47.977,2996.26,2997.12,1.196,19,1.4338,SUCCESS,0.0287,NORMAL
FIL-000642,ORD-000642,2026-08-26 09:01:48.055,3000.08,2999.47,2.013,7,2.4152,SUCCESS,0.0203,NORMAL
FIL-000643,ORD-000643,2026-08-26 09:01:48.338,60016.77,60031.47,0.349,29,8.3804,SUCCESS,0.0245,NORMAL
FIL-000644,ORD-000644,2026-08-26 09:01:48.485,140.08,140.05,0.535,18,0.03,SUCCESS,0.0182,NORMAL
FIL-000645,ORD-000645,2026-08-26 09:01:48.763,2999.58,2999.86,1.845,18,2.2139,SUCCESS,0.0093,NORMAL
FIL-000646,ORD-000646,2026-08-26 09:01:48.824,60003.01,59983.75,1.087,12,26.0809,SUCCESS,0.0321,NORMAL
FIL-000647,ORD-000647,2026-08-26 09:01:49.008,59986.78,59977.72,2.184,14,52.3965,SUCCESS,0.0151,NORMAL
FIL-000648,ORD-000648,2026-08-26 09:01:49.191,140.0,140.0,0.912,6,0.0511,SUCCESS,0.0007,NORMAL
FIL-000649,ORD-000649,2026-08-26 09:01:49.410,140.0,140.01,1.257,21,0.0704,SUCCESS,0.0056,NORMAL
FIL-000650,ORD-000650,2026-08-26 09:01:49.616,140.05,140.02,2.241,28,0.1255,SUCCESS,0.0203,NORMAL
FIL-000651,ORD-000651,2026-08-26 09:01:49.884,59990.43,60007.11,2.137,21,51.2941,SUCCESS,0.0278,NORMAL
FIL-000652,ORD-000652,2026-08-26 09:01:50.182,2998.72,2999.24,0.678,8,0.8134,SUCCESS,0.0173,NORMAL
FIL-000653,ORD-000653,2026-08-26 09:01:50.441,3005.81,3006.64,1.009,6,1.2135,SUCCESS,0.0277,NORMAL
FIL-000654,ORD-000654,2026-08-26 09:01:50.710,59988.22,59994.88,1.175,15,28.1976,SUCCESS,0.0111,NORMAL
FIL-000655,ORD-000655,2026-08-26 09:01:50.764,2996.5,2995.94,1.889,21,2.2637,SUCCESS,0.0186,NORMAL
FIL-000656,ORD-000656,2026-08-26 09:01:50.837,60047.94,60043.2,0.1,15,2.4017,SUCCESS,0.0079,NORMAL
FIL-000657,ORD-000657,2026-08-26 09:01:51.003,139.97,139.95,1.671,23,0.0935,SUCCESS,0.0117,NORMAL
FIL-000658,ORD-000658,2026-08-26 09:01:51.137,2998.3,2997.96,2.126,69,2.5495,SUCCESS,0.0114,NORMAL
FIL-000659,ORD-000659,2026-08-26 09:01:51.211,140.15,140.13,1.186,5,0.0665,SUCCESS,0.017,NORMAL
FIL-000660,ORD-000660,2026-08-26 09:01:51.465,140.17,140.21,1.621,6,0.0909,SUCCESS,0.0295,NORMAL
FIL-000661,ORD-000661,2026-08-26 09:01:51.550,3001.2,3000.51,0.494,30,0.5929,SUCCESS,0.0231,NORMAL
FIL-000662,ORD-000662,2026-08-26 09:01:51.838,140.37,140.37,0.55,11,0.0309,SUCCESS,0.0031,NORMAL
FIL-000663,ORD-000663,2026-08-26 09:01:51.915,2994.81,2995.64,1.82,22,2.1808,SUCCESS,0.0277,NORMAL
FIL-000664,ORD-000664,2026-08-26 09:01:52.162,3000.99,3002.26,1.513,12,1.817,SUCCESS,0.0422,NORMAL
FIL-000665,ORD-000665,2026-08-26 09:01:52.339,3003.64,3003.33,0.423,15,0.5082,SUCCESS,0.0103,NORMAL
FIL-000666,ORD-000666,2026-08-26 09:01:52.625,60052.97,60056.03,1.504,13,36.1297,SUCCESS,0.0051,NORMAL
FIL-000667,ORD-000667,2026-08-26 09:01:52.701,139.89,139.92,2.057,13,0.1151,SUCCESS,0.0185,NORMAL
FIL-000668,ORD-000668,2026-08-26 09:01:52.985,3000.13,2999.8,2.451,16,2.941,SUCCESS,0.0109,NORMAL
FIL-000669,ORD-000669,2026-08-26 09:01:53.150,140.25,140.26,2.429,17,0.1363,SUCCESS,0.0079,NORMAL
FIL-000670,ORD-000670,2026-08-26 09:01:53.276,59994.94,59996.26,1.896,10,45.5012,SUCCESS,0.0022,NORMAL
FIL-000671,ORD-000671,2026-08-26 09:01:53.377,139.98,139.97,1.618,6,0.0906,SUCCESS,0.0056,NORMAL
FIL-000672,ORD-000672,2026-08-26 09:01:53.608,59869.94,59857.91,0.418,7,10.0082,SUCCESS,0.0201,NORMAL
FIL-000673,ORD-000673,2026-08-26 09:01:53.687,140.12,140.13,0.874,7,0.049,SUCCESS,0.0059,NORMAL
FIL-000674,ORD-000674,2026-08-26 09:01:53.909,2999.72,2999.61,1.804,5,2.1645,SUCCESS,0.0038,NORMAL
FIL-000675,ORD-000675,2026-08-26 09:01:53.986,139.88,139.85,0.131,24,0.0073,SUCCESS,0.0196,NORMAL
FIL-000676,ORD-000676,2026-08-26 09:01:54.228,60157.83,60153.74,0.58,9,13.9557,SUCCESS,0.0068,NORMAL
FIL-000677,ORD-000677,2026-08-26 09:01:54.478,60034.28,60029.66,0.249,6,5.979,SUCCESS,0.0077,NORMAL
FIL-000678,ORD-000678,2026-08-26 09:01:54.554,3001.11,3002.06,2.054,10,2.4665,SUCCESS,0.0315,NORMAL
FIL-000679,ORD-000679,2026-08-26 09:01:54.804,140.01,140.01,0.67,13,0.0375,SUCCESS,0.002,NORMAL
FIL-000680,ORD-000680,2026-08-26 09:01:54.960,139.9,139.86,1.016,11,0.0568,SUCCESS,0.0261,NORMAL
FIL-000681,ORD-000681,2026-08-26 09:01:55.061,139.77,139.73,1.885,33,0.1054,SUCCESS,0.0254,NORMAL
FIL-000682,ORD-000682,2026-08-26 09:01:55.276,140.2,140.2,1.791,9,0.1004,SUCCESS,0.0003,NORMAL
FIL-000683,ORD-000683,2026-08-26 09:01:55.371,3000.74,3001.13,0.806,8,0.9676,SUCCESS,0.0129,NORMAL
FIL-000684,ORD-000684,2026-08-26 09:01:55.517,139.92,139.93,1.333,18,0.0746,SUCCESS,0.0046,NORMAL
FIL-000685,ORD-000685,2026-08-26 09:01:55.783,59940.54,59935.86,0.486,12,11.6515,SUCCESS,0.0078,NORMAL
FIL-000686,ORD-000686,2026-08-26 09:01:55.872,2999.38,2999.6,0.472,11,0.5663,SUCCESS,0.0074,NORMAL
FIL-000687,ORD-000687,2026-08-26 09:01:55.999,3000.53,3001.14,2.124,6,2.5498,SUCCESS,0.0202,NORMAL
FIL-000688,ORD-000688,2026-08-26 09:01:56.293,2999.2,2998.85,1.361,18,1.6326,SUCCESS,0.0118,NORMAL
FIL-000689,ORD-000689,2026-08-26 09:01:56.446,60090.67,60099.14,1.403,15,33.7276,SUCCESS,0.0141,NORMAL
FIL-000690,ORD-000690,2026-08-26 09:01:56.588,60039.54,60038.22,0.897,29,21.5417,SUCCESS,0.0022,NORMAL
FIL-000691,ORD-000691,2026-08-26 09:01:56.781,3001.38,3001.72,1.24,32,1.4889,SUCCESS,0.0112,NORMAL
FIL-000692,ORD-000692,2026-08-26 09:01:56.995,139.91,139.92,0.677,6,0.0379,SUCCESS,0.0093,NORMAL
FIL-000693,ORD-000693,2026-08-26 09:01:57.279,139.98,140.07,0.87,9,0.0487,SUCCESS,0.0636,NORMAL
FIL-000694,ORD-000694,2026-08-26 09:01:57.461,59964.86,59956.94,0.159,5,3.8133,SUCCESS,0.0132,NORMAL
FIL-000695,ORD-000695,2026-08-26 09:01:57.593,2996.62,2995.81,1.664,10,1.994,SUCCESS,0.0271,NORMAL
FIL-000696,ORD-000696,2026-08-26 09:01:57.780,140.19,140.19,2.395,27,0.1343,SUCCESS,0.0029,NORMAL
FIL-000697,ORD-000697,2026-08-26 09:01:57.884,140.26,140.27,1.611,18,0.0904,SUCCESS,0.0089,NORMAL
FIL-000698,ORD-000698,2026-08-26 09:01:58.158,139.84,139.79,2.089,23,0.1168,SUCCESS,0.0378,NORMAL
FIL-000699,ORD-000699,2026-08-26 09:01:58.247,139.95,139.91,1.893,25,0.1059,SUCCESS,0.0264,NORMAL
FIL-000700,ORD-000700,2026-08-26 09:01:58.315,59952.41,59849.29,0.527,398,12.6162,SUCCESS,0.172,WARNING
FIL-000701,ORD-000701,2026-08-26 09:01:58.464,140.19,140.59,1.071,485,0.0602,SUCCESS,0.2853,THROTTLE
FIL-000702,ORD-000702,2026-08-26 09:01:58.693,139.78,140.25,1.914,471,0.1074,SUCCESS,0.3355,EMERGENCY_PAUSE
FIL-000705,ORD-000705,2026-08-26 09:01:59.324,139.95,139.46,2.294,221,0.128,SUCCESS,0.3532,EMERGENCY_PAUSE
FIL-000707,ORD-000707,2026-08-26 09:01:59.658,140.17,139.83,1.896,284,0.106,SUCCESS,0.2414,EMERGENCY_PAUSE
FIL-000708,ORD-000708,2026-08-26 09:01:59.772,60077.73,59961.96,0.542,198,12.9998,SUCCESS,0.1927,EMERGENCY_PAUSE
FIL-000709,ORD-000709,2026-08-26 09:01:59.962,59904.98,60148.01,2.143,462,51.5589,SUCCESS,0.4057,EMERGENCY_PAUSE
FIL-000710,ORD-000710,2026-08-26 09:02:00.096,2997.88,3003.26,1.841,412,2.2116,SUCCESS,0.1795,EMERGENCY_PAUSE
FIL-000711,ORD-000711,2026-08-26 09:02:00.163,2996.6,2996.65,0.784,58,0.9397,SUCCESS,0.0018,EMERGENCY_PAUSE
FIL-000712,ORD-000712,2026-08-26 09:02:00.390,60107.47,60106.99,1.683,6,40.464,SUCCESS,0.0008,EMERGENCY_PAUSE
FIL-000713,ORD-000713,2026-08-26 09:02:00.549,139.94,139.95,0.859,13,0.0481,SUCCESS,0.0097,EMERGENCY_PAUSE
FIL-000714,ORD-000714,2026-08-26 09:02:00.763,59999.87,60010.79,1.809,5,43.4238,SUCCESS,0.0182,EMERGENCY_PAUSE
FIL-000715,ORD-000715,2026-08-26 09:02:01.037,2999.43,2999.35,1.859,7,2.2303,SUCCESS,0.0026,EMERGENCY_PAUSE
FIL-000716,ORD-000716,2026-08-26 09:02:01.114,2994.29,2994.2,1.269,32,1.5199,SUCCESS,0.0029,EMERGENCY_PAUSE
FIL-000717,ORD-000717,2026-08-26 09:02:01.301,60047.82,60049.8,0.436,16,10.4727,SUCCESS,0.0033,EMERGENCY_PAUSE
FIL-000718,ORD-000718,2026-08-26 09:02:01.579,59901.63,59889.83,1.846,9,44.2227,SUCCESS,0.0197,EMERGENCY_PAUSE
FIL-000719,ORD-000719,2026-08-26 09:02:01.683,59934.35,59942.08,1.946,14,46.6589,SUCCESS,0.0129,THROTTLE
FIL-000720,ORD-000720,2026-08-26 09:02:01.931,60088.36,60079.35,1.233,26,29.6311,SUCCESS,0.015,WARNING
FIL-000721,ORD-000721,2026-08-26 09:02:02.200,59885.95,59885.41,1.515,8,36.2906,SUCCESS,0.0009,NORMAL
FIL-000722,ORD-000722,2026-08-26 09:02:02.378,2996.52,2996.74,1.052,45,1.261,SUCCESS,0.0073,NORMAL
FIL-000723,ORD-000723,2026-08-26 09:02:02.470,59887.23,59902.2,1.574,15,37.7144,SUCCESS,0.025,NORMAL
FIL-000724,ORD-000724,2026-08-26 09:02:02.688,139.99,140.01,2.377,16,0.1331,SUCCESS,0.0122,NORMAL
FIL-000725,ORD-000725,2026-08-26 09:02:02.797,59842.2,59839.63,1.928,66,46.1483,SUCCESS,0.0043,NORMAL
FIL-000726,ORD-000726,2026-08-26 09:02:03.079,60011.51,59994.71,0.596,15,14.3027,SUCCESS,0.028,NORMAL
FIL-000727,ORD-000727,2026-08-26 09:02:03.295,2996.01,2995.41,0.211,11,0.2528,SUCCESS,0.0199,NORMAL
FIL-000728,ORD-000728,2026-08-26 09:02:03.558,3000.21,3000.25,2.091,14,2.5094,SUCCESS,0.0014,NORMAL
FIL-000729,ORD-000729,2026-08-26 09:02:03.704,140.03,140.0,1.004,14,0.0562,SUCCESS,0.0194,NORMAL
FIL-000730,ORD-000730,2026-08-26 09:02:03.886,2999.21,2999.68,2.277,23,2.7321,SUCCESS,0.0156,NORMAL
FIL-000731,ORD-000731,2026-08-26 09:02:04.163,3001.56,3001.48,2.002,39,2.4036,SUCCESS,0.0026,NORMAL
FIL-000732,ORD-000732,2026-08-26 09:02:04.232,139.99,140.01,0.497,52,0.0278,SUCCESS,0.0135,NORMAL
FIL-000733,ORD-000733,2026-08-26 09:02:04.465,140.15,140.14,0.969,15,0.0543,SUCCESS,0.009,NORMAL
FIL-000734,ORD-000734,2026-08-26 09:02:04.687,59919.11,59923.24,0.372,7,8.9166,SUCCESS,0.0069,NORMAL
FIL-000735,ORD-000735,2026-08-26 09:02:04.742,2997.91,2996.79,2.1,13,2.5173,SUCCESS,0.0375,NORMAL
FIL-000736,ORD-000736,2026-08-26 09:02:04.923,60168.98,60171.75,0.423,29,10.1811,SUCCESS,0.0046,NORMAL
FIL-000737,ORD-000737,2026-08-26 09:02:05.218,60002.71,60012.13,0.532,26,12.7706,SUCCESS,0.0157,NORMAL
FIL-000738,ORD-000738,2026-08-26 09:02:05.510,3001.54,3002.73,2.071,42,2.4875,SUCCESS,0.0398,NORMAL
FIL-000739,ORD-000739,2026-08-26 09:02:05.603,59994.16,59998.36,2.182,28,52.3666,SUCCESS,0.007,NORMAL
FIL-000740,ORD-000740,2026-08-26 09:02:05.699,60063.94,60060.4,2.069,31,49.706,SUCCESS,0.0059,NORMAL
FIL-000741,ORD-000741,2026-08-26 09:02:05.901,140.07,140.0,2.314,16,0.1296,SUCCESS,0.0488,NORMAL
FIL-000742,ORD-000742,2026-08-26 09:02:06.002,140.28,140.29,0.361,20,0.0203,SUCCESS,0.0052,NORMAL
FIL-000743,ORD-000743,2026-08-26 09:02:06.282,139.88,139.85,0.526,9,0.0294,SUCCESS,0.0181,NORMAL
FIL-000744,ORD-000744,2026-08-26 09:02:06.355,140.17,140.17,1.906,8,0.1069,SUCCESS,0.0006,NORMAL
FIL-000745,ORD-000745,2026-08-26 09:02:06.645,3003.16,3003.77,0.103,9,0.1238,SUCCESS,0.0203,NORMAL
FIL-000746,ORD-000746,2026-08-26 09:02:06.830,140.06,140.03,0.204,6,0.0114,SUCCESS,0.0243,NORMAL
FIL-000747,ORD-000747,2026-08-26 09:02:06.969,3002.7,3003.45,1.945,17,2.3367,SUCCESS,0.0251,NORMAL
FIL-000748,ORD-000748,2026-08-26 09:02:07.251,140.09,140.12,1.938,16,0.1086,SUCCESS,0.019,NORMAL
FIL-000749,ORD-000749,2026-08-26 09:02:07.302,59992.41,59987.85,0.719,5,17.2525,SUCCESS,0.0076,NORMAL
FIL-000750,ORD-000750,2026-08-26 09:02:07.519,139.78,139.81,0.117,5,0.0065,SUCCESS,0.0227,NORMAL
FIL-000751,ORD-000751,2026-08-26 09:02:07.718,59946.45,59944.17,1.123,24,26.9269,SUCCESS,0.0038,NORMAL
FIL-000752,ORD-000752,2026-08-26 09:02:07.838,2999.79,2999.12,0.978,9,1.1733,SUCCESS,0.0222,NORMAL
FIL-000753,ORD-000753,2026-08-26 09:02:08.011,139.99,139.98,1.981,23,0.1109,SUCCESS,0.0063,NORMAL
FIL-000754,ORD-000754,2026-08-26 09:02:08.208,59983.25,59976.23,2.472,5,59.3045,SUCCESS,0.0117,NORMAL
FIL-000755,ORD-000755,2026-08-26 09:02:08.449,2994.88,2994.72,1.682,8,2.0148,SUCCESS,0.0053,NORMAL
FIL-000756,ORD-000756,2026-08-26 09:02:08.629,60046.37,60044.81,0.341,36,8.1901,SUCCESS,0.0026,NORMAL
FIL-000757,ORD-000757,2026-08-26 09:02:08.692,3002.19,3002.01,1.743,9,2.093,SUCCESS,0.0061,NORMAL
FIL-000758,ORD-000758,2026-08-26 09:02:08.779,59901.56,59897.19,0.319,17,7.6429,SUCCESS,0.0073,NORMAL
FIL-000759,ORD-000759,2026-08-26 09:02:08.984,2999.88,2999.42,0.99,10,1.1878,SUCCESS,0.0155,NORMAL
FIL-000760,ORD-000760,2026-08-26 09:02:09.107,59942.73,59932.72,1.675,31,40.1549,SUCCESS,0.0167,NORMAL
FIL-000761,ORD-000761,2026-08-26 09:02:09.269,139.59,139.61,1.637,15,0.0914,SUCCESS,0.0137,NORMAL
FIL-000762,ORD-000762,2026-08-26 09:02:09.368,59967.07,59975.35,1.344,18,32.2427,SUCCESS,0.0138,NORMAL
FIL-000763,ORD-000763,2026-08-26 09:02:09.585,60054.43,60060.14,0.963,25,23.1352,SUCCESS,0.0095,NORMAL
FIL-000764,ORD-000764,2026-08-26 09:02:09.806,60020.19,60042.64,1.059,13,25.4341,SUCCESS,0.0374,NORMAL
FIL-000765,ORD-000765,2026-08-26 09:02:09.873,3000.88,3000.87,1.869,8,2.2435,SUCCESS,0.0002,NORMAL
FIL-000766,ORD-000766,2026-08-26 09:02:10.011,59884.01,59878.38,1.499,6,35.9031,SUCCESS,0.0094,NORMAL
FIL-000767,ORD-000767,2026-08-26 09:02:10.208,2998.73,2999.12,2.331,21,2.7964,SUCCESS,0.013,NORMAL
FIL-000768,ORD-000768,2026-08-26 09:02:10.386,59956.43,59950.25,1.441,8,34.5553,SUCCESS,0.0103,NORMAL
FIL-000769,ORD-000769,2026-08-26 09:02:10.660,2998.72,2998.33,2.396,26,2.8736,SUCCESS,0.0131,NORMAL
FIL-000770,ORD-000770,2026-08-26 09:02:10.907,139.87,139.82,1.452,6,0.0812,SUCCESS,0.0325,NORMAL
FIL-000771,ORD-000771,2026-08-26 09:02:11.107,59913.26,59909.43,1.206,27,28.9003,SUCCESS,0.0064,NORMAL
FIL-000772,ORD-000772,2026-08-26 09:02:11.213,60055.64,60053.66,1.621,31,38.9388,SUCCESS,0.0033,NORMAL
FIL-000773,ORD-000773,2026-08-26 09:02:11.400,140.13,140.14,0.947,10,0.0531,SUCCESS,0.0073,NORMAL
FIL-000774,ORD-000774,2026-08-26 09:02:11.660,59990.07,59960.31,1.717,10,41.1807,SUCCESS,0.0496,NORMAL
FIL-000775,ORD-000775,2026-08-26 09:02:11.765,3004.57,3005.43,0.853,5,1.0255,SUCCESS,0.0285,NORMAL
FIL-000776,ORD-000776,2026-08-26 09:02:11.863,140.06,140.05,2.333,18,0.1307,SUCCESS,0.0063,NORMAL
FIL-000777,ORD-000777,2026-08-26 09:02:11.971,3000.57,3000.99,0.737,9,0.8847,SUCCESS,0.0139,NORMAL
FIL-000778,ORD-000778,2026-08-26 09:02:12.051,60018.2,60020.78,1.969,17,47.2724,SUCCESS,0.0043,NORMAL
FIL-000779,ORD-000779,2026-08-26 09:02:12.111,59985.63,59985.03,1.4,42,33.5916,SUCCESS,0.001,NORMAL
FIL-000780,ORD-000780,2026-08-26 09:02:12.390,2991.2,2990.89,2.465,12,2.949,SUCCESS,0.0103,NORMAL
FIL-000781,ORD-000781,2026-08-26 09:02:12.511,139.91,139.89,2.298,10,0.1286,SUCCESS,0.0144,NORMAL
FIL-000782,ORD-000782,2026-08-26 09:02:12.669,3004.01,3004.12,1.362,27,1.6366,SUCCESS,0.0036,NORMAL
FIL-000783,ORD-000783,2026-08-26 09:02:12.763,3002.17,3002.55,1.747,12,2.0982,SUCCESS,0.0128,NORMAL
FIL-000784,ORD-000784,2026-08-26 09:02:12.816,2999.48,3000.0,1.754,18,2.1048,SUCCESS,0.0173,NORMAL
FIL-000785,ORD-000785,2026-08-26 09:02:13.086,139.79,139.83,0.968,6,0.0541,SUCCESS,0.0264,NORMAL
FIL-000786,ORD-000786,2026-08-26 09:02:13.292,3004.12,3004.91,1.231,9,1.4796,SUCCESS,0.0262,NORMAL
FIL-000787,ORD-000787,2026-08-26 09:02:13.534,2996.13,2994.84,1.106,19,1.3249,SUCCESS,0.0429,NORMAL
FIL-000788,ORD-000788,2026-08-26 09:02:13.617,3000.28,3000.07,0.532,9,0.6384,SUCCESS,0.007,NORMAL
FIL-000789,ORD-000789,2026-08-26 09:02:13.809,139.93,139.94,2.03,6,0.1136,SUCCESS,0.0067,NORMAL
FIL-000790,ORD-000790,2026-08-26 09:02:13.980,2994.47,2994.1,1.873,26,2.2432,SUCCESS,0.0124,NORMAL
FIL-000791,ORD-000791,2026-08-26 09:02:14.191,59992.28,59998.22,2.244,13,53.8544,SUCCESS,0.0099,NORMAL
FIL-000792,ORD-000792,2026-08-26 09:02:14.386,140.1,140.05,1.449,15,0.0812,SUCCESS,0.0382,NORMAL
FIL-000793,ORD-000793,2026-08-26 09:02:14.501,59992.84,59990.02,0.617,44,14.8055,SUCCESS,0.0047,NORMAL
FIL-000794,ORD-000794,2026-08-26 09:02:14.694,3006.35,3006.78,0.966,9,1.1618,SUCCESS,0.0143,NORMAL
FIL-000795,ORD-000795,2026-08-26 09:02:14.917,140.09,140.06,0.943,13,0.0528,SUCCESS,0.0244,NORMAL
FIL-000796,ORD-000796,2026-08-26 09:02:15.217,139.98,140.0,1.392,8,0.078,SUCCESS,0.0138,NORMAL
FIL-000797,ORD-000797,2026-08-26 09:02:15.381,3000.01,2998.78,1.959,10,2.3498,SUCCESS,0.041,NORMAL
FIL-000798,ORD-000798,2026-08-26 09:02:15.653,60053.31,60043.1,2.396,48,57.5453,SUCCESS,0.017,NORMAL
FIL-000799,ORD-000799,2026-08-26 09:02:15.935,60004.4,59995.46,1.071,23,25.7021,SUCCESS,0.0149,NORMAL
FIL-000800,ORD-000800,2026-08-26 09:02:16.059,59869.58,59874.79,0.861,9,20.6209,SUCCESS,0.0087,NORMAL
FIL-000801,ORD-000801,2026-08-26 09:02:16.308,139.98,139.95,2.23,21,0.1248,SUCCESS,0.0229,NORMAL
FIL-000802,ORD-000802,2026-08-26 09:02:16.544,2997.61,2997.33,0.155,42,0.1858,SUCCESS,0.0092,NORMAL
FIL-000803,ORD-000803,2026-08-26 09:02:16.636,59995.25,59986.49,0.292,44,7.0064,SUCCESS,0.0146,NORMAL
FIL-000804,ORD-000804,2026-08-26 09:02:16.699,2999.68,2999.77,1.236,8,1.4831,SUCCESS,0.003,NORMAL
FIL-000805,ORD-000805,2026-08-26 09:02:16.907,59971.49,59969.33,0.349,16,8.3717,SUCCESS,0.0036,NORMAL
FIL-000806,ORD-000806,2026-08-26 09:02:17.020,60029.6,60052.59,0.842,6,20.2257,SUCCESS,0.0383,NORMAL
FIL-000807,ORD-000807,2026-08-26 09:02:17.113,140.06,140.01,1.364,10,0.0764,SUCCESS,0.0328,NORMAL
FIL-000808,ORD-000808,2026-08-26 09:02:17.284,59935.79,59951.97,0.88,10,21.1031,SUCCESS,0.027,NORMAL
FIL-000809,ORD-000809,2026-08-26 09:02:17.472,2999.0,2998.42,2.376,12,2.8497,SUCCESS,0.0193,NORMAL
FIL-000810,ORD-000810,2026-08-26 09:02:17.656,60013.8,60000.36,1.454,5,34.8962,SUCCESS,0.0224,NORMAL
FIL-000811,ORD-000811,2026-08-26 09:02:17.728,139.87,139.8,0.645,6,0.0361,SUCCESS,0.0518,NORMAL
FIL-000812,ORD-000812,2026-08-26 09:02:17.778,2999.81,2999.16,0.829,8,0.9945,SUCCESS,0.0217,NORMAL
FIL-000813,ORD-000813,2026-08-26 09:02:18.064,140.29,140.3,0.12,5,0.0067,SUCCESS,0.0101,NORMAL
FIL-000814,ORD-000814,2026-08-26 09:02:18.266,3002.22,3002.15,2.015,12,2.4197,SUCCESS,0.0024,NORMAL
FIL-000815,ORD-000815,2026-08-26 09:02:18.427,59873.28,59897.65,2.217,5,53.1172,SUCCESS,0.0407,NORMAL
FIL-000816,ORD-000816,2026-08-26 09:02:18.573,2999.7,3000.14,1.035,7,1.2421,SUCCESS,0.0146,NORMAL
FIL-000817,ORD-000817,2026-08-26 09:02:18.827,59968.25,59955.18,1.34,43,32.136,SUCCESS,0.0218,NORMAL
FIL-000818,ORD-000818,2026-08-26 09:02:18.982,140.0,139.98,2.041,8,0.1143,SUCCESS,0.0166,NORMAL
FIL-000819,ORD-000819,2026-08-26 09:02:19.190,60127.47,60137.87,1.629,5,39.1858,SUCCESS,0.0173,NORMAL
FIL-000820,ORD-000820,2026-08-26 09:02:19.245,3000.19,2992.8,0.465,232,0.5567,SUCCESS,0.2462,WARNING
FIL-000822,ORD-000822,2026-08-26 09:02:19.550,3000.38,3012.08,2.495,1126,3.0061,SUCCESS,0.3898,EMERGENCY_PAUSE
FIL-000823,ORD-000823,2026-08-26 09:02:19.739,60028.33,59912.0,0.74,533,17.734,SUCCESS,0.1938,EMERGENCY_PAUSE
